Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
a-Item-97,CRM object type is updated upon import,Péter Laky,8. Resolved,,1 High,Align,Issue,,"During migration, the tool sets API-like values to the CRM object type field for example company_maintained__v.
However, during the import process these values are changed to a label-like one: Company Maintained
Source Vault ID: 55831
Target Vault ID: 257245
Vault Name: GSK Vault CRM Align EU2 TST
Migration ID: V60000000022012
Data Extract: V64000000025141 
Data Transform: V64000000025143
Data Load: V64000000024105
CRM Vault ID: 255515",https://drive.google.com/drive/folders/1UsyRMtliS9HqNivYX8SlPEqzUhB9pbwq?usp=drive_link,"After the the first import, if any of the CRM Object Type field is used in the rules, the records will not meet the criteria anymore and the account will be dropped.",GSK EU2,"- Services to file a Support ticket
- Given this is a VALN issue, not a migrator issue. marking this as resolved",,,,,,,,,,,,,,1,0,0,,04/01/2025,04/02/2025,1,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=51:51,51
a-Item-52,Migration got stuck in the Discovery phase when using an old Align Server Version,Gábor Pankasz,8. Resolved,,1 High,Migrator,Issue,Discovery - Metadata,"The below migration got stuck in the Discovery phase.

https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V60000000022003

We used the wrong Align Server Version by mistake (v243.2.40 instead of v243.4.21).
We have changed the server version today but did not take any other action.

We'd like to create a new migration record with the correct server version so we also get the latest Ignore List entries, then reassign the initial target instance to the new one.

Could you help with resetting the migration record to its initial state so we can reassign the target instance?",N/A,,Bayer Americas Cluster 2 (AC),- Updated the migration version and rerun discovery from the backend. Ready to proceed with metadata ETL ,,,,,,,,,,,,,,1,0,0,,02/25/2025,02/25/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=52:52,52
a-Item-59,"Discovery Task ""In Progress"" for over 24 hours",Brian Magasko,8. Resolved,,1 High,Align,Issue,Discovery - Metadata,"Customer: Taiho
Name: Taiho Align Production Migration
ID: V6000000001X042",,Currently unable to proceed with production migration,Taiho US,"- The discovery started; it's hitting an issue connecting to the Vault. The Target vault has been marked for deletion, and hence it's been trying to connect since 24 hrs ",,,,,,,,,,,,,,0,0,1,,02/27/2025,02/27/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=53:53,53
a-Item-69,"Push to CRM Aborting with error: UPSERT_USER_CRM: A fatal error has occurred. If this issue persists, please contact Align support",Brian Magasko,8. Resolved,,1 High,Vault CRM,Issue,Rebuild,"Customer: Taiho
Name: Taiho Align Production Migration
Migrator record ID: V6000000001X042

Vault ID: 255421
Process Task ID: A0E000000002006",,"Unable to push updates to CRM in Production, no workaround",Taiho US,"- The push is failing because of a missing Roster Member CRM Country Code. For RM A0A000000001259 as this is the only user sourced from Align Manual that is missing a Country
- Discussed with Brian why this was missing in the first place - it is not a required field in Veeva CRM, but it is in Vault CRM. Hence this beahvior is expected",https://jira.veevadev.com/browse/VCRM-70209,,,,,,,,,,,,,0,0,1,,03/05/2025,03/05/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=54:54,54
a-Item-48,Vault CRM Record ID is not populated on the Account records,Péter Laky,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Source Vault ID: 7118
Target Vault ID: 254665
Vault Name:GSK Vault CRM Align ViiV TST
Migration ID: V6000000001X016
Data Extract: V64000000021148
Data Transform: V64000000020152
1st Data Load: V64000000021150
2nd Data Load: V64000000021201
Please note that I had to fix some of the data already due to project deadline.
Drive link with the backup before import added to the tracker.",https://drive.google.com/drive/folders/1DDzJIdIrv8wxqWOucw0-Grtnk6IMSskN?usp=sharing,,GSK ViiV,"- Vault CRM Record IDs are missing because these records were not migrated as a part of CRM Migration. Looking at CRM logs, only 13k records were migrated. Hence, we only have IDs for the 13k records (that Align successfully captured). Services to file a related CRM jira for it

- We also need better delta ETL handling if there are failures with CRM run causing the mapping file to be frequently updated. Tracking that here - https://jira.veevadev.com/browse/VCRM-68976 - This is fixed in 5.20","Jira to ensure delta processing captures missing Vault CRM Record IDs
https://jira.veevadev.com/browse/VCRM-67119",Align 243.5.30, 27 Mar 25,,,,,,,,,,,1,0,0,,02/17/2025,02/25/2025,8,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=55:55,55
a-Item-42,Account Rule Criteria logic MAIDs are incorrectly populated on the Account Rules,Péter Laky,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Source Vault ID: 7118
Target Vault ID: 254665
Vault Name:GSK Vault CRM Align ViiV TST
Migration ID: V6000000001X016
Data Extract: V64000000021148
Data Transform: V64000000020152
1st Data Load: V64000000021150
2nd Data Load: V64000000021201
Please note that I had to fix some of the data already due to project deadline.
Example record that has not been fixed yet: d3bfd6ed-baa2-47ef-a497-c8ffe4dc03e4
The Account Rule record's Account/Address/Parent HCO/Product Metric filter logic field holds the related Account Rule Critaria records' master align id and the operator between them. For example:
2d0a9a43-670e-4d2d-bf94-4eb4418fb160 AND 7401227b-b0db-4184-9293-95966109b7a4
These MAIDS are replaced during migration but as we see in the current system, the values are not replaced correctly. These maids are not legacy nor new maids of any criteria record.
What we can see from audit trail, it that the tool migrates the rules as is, than runs a process to update the Logic fields, however the MAIDs that the tool uses does not exists in any of the systems.
The issue still persists after yesterday's rerun of data etl.",https://drive.google.com/drive/folders/1f6ZZR-gEkeE5AvEGHv_iSpZ_hsZDGNUx?usp=sharing,"These rules can not function properly, which means that they end date all rule based assignments and generate none.",GSK ViiV,"- Adding account_rule_criteria_history__aln and
account_rule_history__aln to the configuration ignore list. This should fix the issue (and confirm on the GChat that all are okay to proceed
- The root cause is that the Align history tables for Rules don't have MAIDs consistent with the main table

- The issue itself is solved, but we notice two more issues
1) When the rules are edited from the UI, the legacy ID is set to blank. This is NOT a migrator issue but a Vault CRM Align UI issue. Filed jira and this will be fixed in 3.5 release
2) The logic in rules (ex - (1 AND 2) is not correctly migrated. Tracking existing Jira https://jira.veevadev.com/browse/VCRM-63779 for it - unable to replicate, closing the jira

THIS IS NOT A BLOCKER, Services was able to manually update the 20 records","https://jira.veevadev.com/browse/VCRM-66460
",Align 243.4.20, 13 Feb 25,,,,,,,,,,,1,0,0,,02/13/2025,02/20/2025,7,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=56:56,56
a-Item-112,Duplicate accounts found in Align SBX: one record from Migration and one from Import from CRM. Receiving failures on import from CRM. ,Tara Zibello,8. Resolved,,2 Medium,Vault CRM,Issue,Rebuild,"Migration Record ID: V6000000002D003
Domain Name:sb-otsuka-ca.com
Vault ID:264385
Vault Name:Otsuka CA Vault CRM Align Full 20250327
Vault URL:https://sb-otsuka-ca-otsuka-ca-vault-crm-align-full-20250327.veevavault.com
I have been receiving errors on import from CRM and push to CRM. I did a full import on 13-Apr, link to error log of all Account errors in column K.",https://drive.google.com/file/d/1pZV2tTCJmoUIC_wyIy5Ae5g7ztpeUYnO/view?usp=drive_link,Cannot complete a clean import from CRM,"Otsuka Canada, Taiho US","The Migrator compares data from the previous run against the data coming in the next delta run — both comparisons are done using source data. So, this behavior is expected. The recommended approach is to ensure that the CRM-Align Integration completes before the migration run",,,,,,,,,,,,,,0,1,1,,04/18/2025,04/25/2025,7,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=57:57,57
a-Item-11,"Disconnect between the migrated specialty picklist values in CRM and the specialty__aln object records in Align.

",Gábor Pankasz,8. Resolved,,2 Medium,Align,Issue,ETL - Data,"Mar 25: worked fine in migration V6000000002A002 (v243.5.20)

Disconnect between the migrated picklist values in CRM's account_specialty_1__v picklist and the records in the specialty__aln object in Align: Align adds a '1' to the Specialty Code.

V6000000001P004

E.g.

CRM: 
Picklist Value Label='Allergy', Picklist Value Name='by_spec_allergy__c'
Align:
Specialty Name:'BY_SPEC_ALLERGY', Specialty Code='by_spec_allergy1__c'

I suspect duplicate Specialty records will get created during the first 'Import from CRM' process if Align cannot match these values 1-to-1. (I haven't run an import yet.)

With the new GSK VIIV run, I see this issue as well.
The issue is the same with Account Types.",Migration Task MT-00003907 - attachments.zip,all specialty__aln records,"Bayer - GDO, GSK ViiV","- The issue with Specialty code was addressed in 4.21
- Specialty Picklist support will go live in 3.5.10 release
- Services to retest and confirm if this is still an issue",https://jira.veevadev.com/browse/VALN-3550,Align 243.4.21, 20 Feb 25,,,,,,,,,,,2,0,0,,1/22/2025,03/27/2025,64,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=58:58,58
a-Item-10,Account Rule Criteria records migrated with the wrong specialty value.,Gábor Pankasz,8. Resolved,,2 Medium,Align,Issue,ETL - Data,"Mar 25: worked fine in migration V6000000002A002 (v243.5.20)

V6000000001P004

Migrated Account Rule Criteria records pointing to specialties use the Specialty Name (e.g. 'BY_SPEC_ALLERGY') instead of the Specialty Code (by_spec_allergy1__c). When I manually create a rule criterion line with specilaties, it stores the Specialty Code (by_spec_allergy1__c) in the value__aln field. (Can the rule engine work based on the Specilaty Name?)

The issue is the same for Account Type related Account Rule Criteria records.

We can see this issue at GSK as well:
GSK Align VIIV FULL
Vault ID: 251501
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V64/V6400000001Y083",Migration Task MT-00003907 - attachments.zip,all rule criteria where specialties are used,"Bayer - GDO, GSK ViiV","- Issue has been fixed and tested in 243.4.20
- Services to retest and confirm if this is still an issue",https://jira.veevadev.com/browse/VALN-3549,Align 243.4.20, 13 Feb 25,,,,,,,,,,,2,0,0,,01/22/2025,03/27/2025,64,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=59:59,59
a-Item-106,"CRM Record IDs are not populated for the follwoing objects: account__aln, address__aln, parent_hco__aln

Error: CRM ID MAPPING NOT FOUND: Legacy CRM Record ID did not match to a CRM Record ID",David Pressley,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Name: 2025-04-01 Shionogi Vault Align FULL SBX Migration
Migration Status: Data ETL
Source Environment: Shionogi > Shionogi US Align Production
Target Environment: Shionogi > Shionogi Align Migration Full Sandbox2
Related CRM Migration: Shionogi NA Project > 2025-03-31 Shionogi NA VCRM 3-13 Custom Domain SBX Migration
Customer: Shionogi
Project: Shionogi NA Project
Application: Align
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000002E003",https://migrator.veevavault.com/ui/#t/0TB00000000R016/V64/V6400000002H077,,Shionogi NA,"- This is a duplicate of a-Item-109. - Marking this row as ""closed""
- While this should be fixed - this should have no impact on migrated data (and we should set priority to medium)
",,,,,,,,,,,,,,0,1,0,,04/03/2025,04/09/2025,6,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=60:60,60
a-Item-17,Geography records are not migrated even if Country is active. Is there a relase date for this fix?,Tara Zibello,8. Resolved,,2 Medium,Align,Issue,ETL - Data,"Otsuka CA
ID: V60000000014006",,,Otsuka Canada,Released this thursday in the .40 release patch,https://jira.veevadev.com/browse/VALN-2588,Align 243.4.20, 13 Feb 25,,,,,,,,,,,0,1,0,,01/29/2025,02/04/2025,6,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=61:61,61
a-Item-20,CRM Username on Veeva CRM Org record reverted by delta migration,Brian Magasko,8. Resolved,,2 Medium,Align,Issue,ETL - Data,"Taiho CRM Align
V6000000001T005
Source: crm.integration@taihooncology.com
Target crm.integration@sb-taihopui.com

6 Feb: This should only be changesd by migrator on the initial load then ignored by delta",https://drive.google.com/drive/folders/1z13_deQjTag8CQGqu8AIwcVKGLg9xlkh,,Taiho US,"- Fix will be available in 5.20 release
- Marking as resolved, Tara was able to confirm this works as expected",https://jira.veevadev.com/browse/VCRM-64317,Align 243.5.20, 20 Mar 25,,,,,,,,,,,0,0,1,,01/30/2025,03/22/2025,51,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=62:62,62
a-Item-37,Groups not migrated.,Péter Laky,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"GSK ViiV TST
Enviroment ID: 251501
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000001W020",No attachment under the migration task. (issue recorded in a-item-35),,GSK ViiV,- Dependent on a-Item-38,NA,,,,,,,,,,,,,1,0,0,,02/07/2025,02/12/2025,5,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=63:63,63
a-Item-38,Sharing Rules not migrated.,Péter Laky,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"GSK ViiV TST
Enviroment ID: 251501
Link: https://migrator.veevavault.com/ui/#t/0TB00000000R016/V60/V6000000001W020
In VIIV's case, the objects themselves was not migrated properly, but there is another org with the same run where it did:
GSK Vault CRM Align EU2 TST
Vault ID: 251731
https://migrator.veevavault.com/ui/#t/0TB00000000R016/V64/V6400000001Y084","No attachment under the migration task. (issue recorded in a-item-35)
Link for EU2:
https://drive.google.com/drive/folders/1UsyRMtliS9HqNivYX8SlPEqzUhB9pbwq?usp=sharing",,"GSK ViiV, GSK EU2",- Encountered another issue during Data ETL. Addressing this in another hotfix (243.4.11),https://jira.veevadev.com/browse/VCRM-65887,Align 243.4.11, 10 Feb 25,,,,,,,,,,,2,0,0,,02/07/2025,02/12/2025,5,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=2069077045#gid=2069077045&range=64:64,64
